User,Retained_Target_Col,Day0Tutorial,Version,Day0LostCount,Day0MaxLevel,Day0SectionCount,Day0SectionLength,Day0WinCount,MaxDayDiff,MinDayDiff
3764703f-cf42-4f5a-aafd-bc5b4ee1cc2d,No,Completed,1.6.0,0,2,1,30,2,0,0
376fd2c19ce81b6388457cf54b869efb,Yes,Completed,1.6.0,31,16,6,2050,15,2,0
377045c9-44d6-43de-b950-2c5903121072,No,Completed,1.5.2,0,2,1,25,2,0,0
3774639f-b9c0-419b-b02e-0761bfe6d3ea,No,Completed,1.5.2,0,3,1,32,3,0,0
3775e6a8-1f7d-44d6-9641-8a63911e15cb,Yes,Completed,1.6.0,1,7,3,156,7,1,0
377611a4894e0e1ca9e031d756bc8513,Yes,Completed,1.5.2,2,7,1,99,7,1,0
3776e471-db26-4976-a04e-d87457d33b6d,Yes,Completed,1.5.2,0,3,1,42,3,3,0
3786258c-34a2-4f0a-801c-86a5deb627a1,Yes,Completed,1.5.2,0,2,1,25,2,2,0
378ed4c2-14db-497a-8464-44927ab40d81,Yes,Completed,1.6.0,0,3,1,44,3,2,0
379238b9-c9dc-4f5c-936b-6890cdc7d4f6,No,Completed,1.6.0,1,5,1,151,5,0,0
3793a4a2-cebf-46a1-ae10-ee5cbf8723ea,Yes,Completed,1.6.0,0,4,1,92,4,1,0
3795d38c-3bd1-4493-8072-b2e490a71005,No,Completed,1.6.0,0,2,1,21,2,0,0
379ce3ac-4c0f-4952-85fe-e93c9cd6eb81,No,Completed,1.6.0,0,6,1,88,6,0,0
37a19b22-7c3d-4023-a93e-bad04dc498a8,No,Completed,1.6.0,0,3,1,32,3,0,0
37a7ca44-9963-4846-bfd1-10ab1565787b,Yes,Completed,1.6.0,3,5,2,107,4,1,0
37aa47a8-4bc7-4295-804a-7711704c4ad9,No,Completed,1.5.2,0,2,1,39,2,0,0
37aacaf4-bf3c-43be-ba4f-fa05eb7aa94d,No,Completed,1.6.0,1,2,1,73,2,0,0
37abb2e5-eced-4d6f-a510-beee8b099db2,No,Completed,1.5.2,0,1,1,0,0,0,0
37abfda3-326e-432e-b771-7918e7dd240f,No,Completed,1.5.2,16,13,4,483,12,0,0
37b506f4-c9dc-4215-9901-60cf0d8bdbfb,No,Completed,1.5.2,1,5,2,87,5,0,0
37b54e5c-5c86-4322-9114-122f142968b3,No,Completed,1.5.2,2,7,1,187,6,0,0
37c15117-9650-4874-bfe3-ae27f5eac26e,No,Completed,1.5.2,0,4,1,42,3,0,0
37cbb554-d3a0-4760-88b0-c02959faabd1,No,Completed,1.5.2,1,9,2,125,9,0,0
37ce1dbc-104b-4d1c-8fb0-5d02609f84d3,No,Completed,1.5.2,3,6,2,193,6,0,0
37ce313f-ff80-4144-82cf-0b6894320968,No,Completed,1.6.0,0,2,2,78,2,0,0
37ce622d-c547-4671-8719-ac6bf47d10ea,No,Completed,1.5.2,0,4,1,61,4,0,0
37dc107a744520f886253b0e7a5ef041,No,Completed,1.6.0,3,5,2,195,4,0,0
37e59eb1-ad8b-4b44-911d-20378eb51d4f,No,Completed,1.6.0,12,13,4,448,12,0,0
37e9737c-b86e-42c3-8940-42657dab6762,Yes,Completed,1.5.2,9,6,1,171,5,1,0
37ecebac-b134-4097-bbc7-571fe8d4fe92,Yes,Completed,1.5.2,0,6,1,118,6,1,0
37f032110811b29a9f7dda56c5176cf7,Yes,Completed,1.5.2,10,7,3,348,6,3,0
37f25368-9c08-4b80-8667-c0bc6785c746,No,Completed,1.6.0,0,5,1,117,5,0,0
37f2810e-1025-4412-9eae-ed44cfaa8370,No,Completed,1.6.0,3,5,1,84,4,0,0
37fa5af2-f781-4db3-8649-6b3707f77b39,No,Completed,1.5.2,0,3,1,68,3,0,0
37fe6e29-a872-4d99-8357-2d0f59ba3ed4,No,Completed,1.5.2,0,3,1,33,3,0,0
380192bf-1fb6-49aa-a0f9-a8ae5111433e,No,Completed,1.6.0,0,2,1,38,2,0,0
38075d01-057c-449b-9247-045d3932bd38,Yes,Completed,1.5.2,2,4,1,80,4,1,0
38094560-9f77-4d19-901e-454d0cddd1e4,No,Completed,1.5.2,2,4,1,57,3,0,0
380bdaca-82a9-4c4c-85fb-3f34af5d77ed,No,Completed,1.5.2,1,7,2,224,6,0,0
380fb2a9-a0f5-4239-aaf7-39a3fa2b968a,Yes,Completed,1.5.2,5,13,2,539,12,4,0
38114fff-c702-4afc-a9b4-d3b0ded9f7ed,No,Completed,1.6.0,0,2,1,39,2,0,0
38128114-62bc-4658-b238-032ca3d131b6,Yes,Completed,1.6.0,2,5,2,87,4,5,0
381772b2-05f4-4ffa-b9b4-cb17cd9f06db,No,Completed,1.5.2,1,2,1,61,2,0,0
3828136f-9134-4d14-86e9-9e196730829b,No,Completed,1.5.2,0,4,1,50,4,0,0
382892a8-6a31-4fa1-8cb8-099ece38c5be,Yes,Completed,1.6.0,3,8,4,159,7,6,0
38338eba-e1d6-45b1-a10c-1b722ec58ab5,Yes,Completed,1.5.2,0,3,1,39,3,1,0
38382f8a-faf7-40aa-88c6-035fa0648ea0,No,Completed,1.6.0,7,7,3,219,6,0,0
38390ec8358c6eea35812cbf744b3ff6,No,Completed,1.5.2,0,2,1,24,2,0,0
383c548e-c9e4-40d6-80c1-5495a50c281e,Yes,Completed,1.5.2,2,6,2,156,5,2,0
383f4d71-eea9-4df9-999a-1dc5a11cbba8,Yes,Completed,1.6.0,2,2,1,87,2,2,0
384719c0-577b-4e11-b828-232c24e6940d,No,Completed,1.6.0,1,1,1,20,0,0,0
385c5c8e-120a-4d11-8b95-5f83321f3233,No,Completed,1.5.2,7,9,1,445,8,0,0
386b67c6-329f-4326-aa2b-a5a11cecfcf7,Yes,Completed,1.5.2,0,4,2,41,4,2,0
386d8190-6615-4bb1-9040-8199b92e8537,No,Completed,1.6.0,0,5,1,69,5,0,0
386eadf9-44f1-4678-95eb-86ed8cd7d26d,Yes,Completed,1.5.2,48,13,4,1066,12,1,0
386eccd3-b94c-451f-b1ff-7d895bdf6b62,No,Completed,1.5.2,8,13,1,674,12,0,0
38737ae4-b253-4e09-bd79-0bb081e17df8,No,Completed,1.5.2,0,3,1,38,3,0,0
387818b8-aca6-495a-b709-784da17f8712,No,Completed,1.6.0,1,2,1,55,2,0,0
387c09a03c262b8127ac8c8a54702466,No,Completed,1.6.0,0,8,1,162,8,0,0
3880ba821b9349316b16a8155e754923,Yes,Completed,1.6.0,2,1,1,34,0,3,0
3883f1f1-88ea-4928-b1ca-b8be00650db8,Yes,Completed,1.6.0,2,5,1,180,5,1,0
3887547c-c7d8-49ee-a1fd-52580587d470,Yes,Completed,1.6.0,18,18,3,768,17,6,0
3889cfba-b751-41de-ac8d-d2dc609a27d5,Yes,Completed,1.5.2,8,11,3,489,10,1,0
388af2d6-6d3a-40c2-8552-73280297504d,Yes,Completed,1.5.2,9,8,2,230,7,7,0
388f944c-40d5-425b-9bbf-6cca5feac638,No,Completed,1.6.0,2,4,2,98,4,0,0
3893191c-9773-470d-a595-088f7f53a911,No,Completed,1.6.0,2,6,1,130,6,0,0
389748b3-de3f-46b8-9a1e-ba72806c2dc8,Yes,Completed,1.6.0,4,9,1,167,8,1,0
389b3f1d-dd82-495e-abf2-334dda9f8eef,No,Completed,1.5.2,0,9,1,218,9,0,0
38ae8e45-8f00-49b4-be04-05117b4c3fde,No,Completed,1.5.2,5,13,3,384,12,0,0
38b35dcd-4cdd-4cdf-ae1f-22c993e272ed,No,Completed,1.6.0,1,7,1,204,6,0,0
38be97900b8578c83587affe3db7d044,Yes,Completed,1.6.0,0,5,1,90,5,7,0
38c3e6cb-8f1b-4469-b32b-0878f773398f,No,Completed,1.5.2,0,7,1,96,7,0,0
38c7f4a6-0c98-4fb6-ba2c-bee1ec6aae32,Yes,Completed,1.5.2,1,8,1,150,7,1,0
38c8b364-40b6-47ad-ad4f-dffc01dd1c54,No,Completed,1.5.2,1,3,1,154,3,0,0
38cb634c-bb39-4a28-843c-39080f364cf6,No,Completed,1.5.2,0,5,2,62,4,0,0
38cc6362-c941-4467-935e-22717b9ee4b6,No,Completed,1.6.0,5,9,3,236,8,0,0
38ccdc32-14b9-48a6-bb43-09112818a264,Yes,Completed,1.6.0,6,12,1,533,11,1,0
38d42bee-5fdd-4e97-a7a8-04c46e492840,Yes,Completed,1.6.0,0,5,1,148,5,3,0
38d85fa2ec45c9f8619ca59d986a65bb,No,Completed,1.5.2,1,5,1,64,4,0,0
38dc6648-059e-43da-bb64-f9362d520fe6,Yes,Completed,1.6.0,1,4,1,79,3,1,0
38e10f0f-67b5-405a-ae10-01cae39273d3,No,Completed,1.5.2,0,2,1,38,2,0,0
38e56d43-305b-418a-95c8-9c62fc168d9a,Yes,Not completed,1.6.0,3,15,1,443,14,7,0
38eff59d-7888-4d7a-a729-adb29282101c,No,Completed,1.5.2,1,2,1,113,2,0,0
38f318e1-076b-48e5-97d0-318dc7eb48c3,Yes,Completed,1.6.0,1,10,2,275,9,1,0
38fd7c3103fd3b2aeee582acdd2ea8cd,Yes,Completed,1.5.2,0,3,1,81,3,7,0
39021610-3d25-4b07-ad1d-ab93bb2d2509,Yes,Completed,1.6.0,4,7,1,195,6,1,0
39052b9e-4bb9-4130-9dac-084e97db202d,Yes,Completed,1.6.0,11,8,2,418,7,4,0
390b6e5b39ecac9e889d8a92ec02e821,No,Completed,1.5.2,11,8,1,228,7,0,0
3914b0a5-946e-48aa-b410-cd7160aca501,Yes,Completed,1.5.2,8,31,1,1664,30,3,0
3915b1556400914f55cc88b3733ef4dd,No,Completed,1.5.2,1,2,1,71,2,0,0
391769b6-ab1f-4f9b-aa25-cdb2e59ed2ed,No,Completed,1.5.2,1,3,1,44,3,0,0
391d654d-18fc-4f37-a048-2ea5b813a836,No,Completed,1.5.2,0,4,1,65,3,0,0
391efa3f-6b2a-4742-8bc3-83d5f13cab83,No,Completed,1.6.0,1,8,1,170,7,0,0
3926d9f7-7455-4d3a-a125-d787e23330b1,No,Completed,1.5.2,1,4,1,79,3,0,0
39285fd9-5674-440c-83af-64fef975922f,Yes,Completed,1.5.2,4,7,2,235,7,2,0
392f20ea-cc5c-4593-83cf-e200607505b8,Yes,Completed,1.6.0,12,18,3,932,17,4,0
393a749a-3b90-40a2-bf2d-faf4a5aabc20,No,Completed,1.6.0,0,2,1,30,2,0,0
393ce2ea-4c70-4867-852d-6eaa333e5b64,No,Completed,1.6.0,0,4,1,68,4,0,0
39447e88-7c7e-4aaa-973e-fead7e25ca52,No,Completed,1.5.2,2,4,1,114,3,0,0
394773a3-764f-45a4-9c8e-4ecd5ffeb07e,No,Completed,1.5.2,0,2,1,37,2,0,0
395653aa-0e7b-4769-827d-4ba61314c76d,No,Completed,1.6.0,0,1,1,0,0,0,0
395a1978-0d48-431a-af8d-26d70c81ec5b,No,Completed,1.5.2,2,7,2,129,6,0,0
395f0408-728b-4d0a-abcf-42ec3c04cea8,No,Completed,1.6.0,0,7,2,120,7,0,0
395f660d-bdb8-4c46-a15f-784cd6f279e2,Yes,Completed,1.6.0,14,18,1,1400,17,4,0
395fd5e2-ea6d-4e94-a8d6-2bb81109572d,Yes,Not completed,1.5.2,0,18,1,438,17,1,0
3966a6af-35d9-4aab-be20-550560813e10,No,Not completed,1.5.2,0,11,1,264,11,0,0
3966cb21fed511d91bc8b675f9518540,No,Completed,1.5.2,3,7,1,142,6,0,0
3967bb16-352b-44c3-a09f-08e154bb25ed,No,Completed,1.5.2,0,1,1,0,0,0,0
39680699b2355e1eebfe583d790fbf56,No,Completed,1.6.0,15,13,3,794,12,0,0
396d35d0a94be7e08d397b245e5b0d1d,Yes,Completed,1.5.2,4,8,3,285,8,2,0
39724a38-d3d0-4558-923d-4bdf55195064,No,Completed,1.6.0,0,8,1,67,8,0,0
3981d7e5-e18f-44f0-8298-4c93c56a5d53,No,Completed,1.6.0,0,3,1,33,3,0,0
398242fe-df69-44e5-a6a2-99848eb29f62,Yes,Completed,1.6.0,3,7,2,194,7,2,0
398b582f-b1c2-47c7-b629-f0c7e4afb0ef,Yes,Completed,1.6.0,16,15,1,924,14,1,0
398bc011-27c9-47e9-aae5-46e38d242d56,No,Completed,1.5.2,4,1,1,62,0,0,0
399388f6-8eea-4d43-9f0d-cbe323278f4a,Yes,Completed,1.6.0,1,21,2,820,20,2,0
3995fef0-544f-4d13-bf5f-9c65a3ed0e86,No,Not completed,1.6.0,0,1,2,0,0,0,0
399628ac-f180-4f0d-81e5-73cf0fc9a4b2,No,Completed,1.5.2,0,13,1,346,12,0,0
399fb03c3fa4b12fe42bf4d080579e85,Yes,Completed,1.5.2,18,16,2,1044,15,1,0
39a13659-6ab3-4a88-a424-eb8f2e20e6e4,No,Completed,1.6.0,0,4,1,54,4,0,0
39ab1988-84ef-442b-8b7c-8dfa19245dca,No,Completed,1.5.2,0,7,1,106,7,0,0
39afecfb-f46a-4c03-9e2a-2cf192776751,No,Completed,1.5.2,0,4,1,94,4,0,0
39b5e29c77d474932142d98bf8ad2dd0,Yes,Completed,1.6.0,2,15,1,532,15,1,0
39b8d23a-329f-49dc-b29b-fcd2d32792bb,Yes,Completed,1.6.0,0,3,1,35,3,1,0
39be67d8-8867-4302-a525-07260adbca50,No,Completed,1.6.0,2,5,2,68,4,0,0
39ca3942decaf276766ff75d1616ea1a,Yes,Completed,1.5.2,0,5,2,57,5,2,0
39cdba2c-c623-4b71-a4f6-342b1521f1ea,No,Completed,1.6.0,0,2,1,32,2,0,0
39e065789ed3df02b0e39ebdbd1b9738,Yes,Completed,1.6.0,76,33,4,3357,32,2,0
39e264e2-ea3a-486e-b590-a311b0abbf4f,No,Completed,1.5.2,1,7,1,68,6,0,0
39e4a9a4-a686-44d2-b332-ba62ea6c6bf4,No,Completed,1.5.2,1,3,1,56,3,0,0
39e75539-ca1d-4cf8-ac20-86db8a4aec2b,No,Completed,1.5.2,6,8,2,194,7,0,0
39f0cb97-b1e8-4271-a682-2194ffb2508c,No,Completed,1.5.2,0,1,1,0,0,0,0
39f589ca-7c16-49fa-b3c3-8cb22e895600,No,Completed,1.5.2,0,4,1,30,4,0,0
3a00c91b-f96a-47e2-a39b-e258a6b2e9c0,No,Completed,1.5.2,3,5,1,156,4,0,0
3a08146f-78e6-403e-b41c-381060aefa85,Yes,Completed,1.6.0,1,7,2,90,6,1,0
3a0887bb-88be-4147-95a3-7658e239044f,Yes,Completed,1.6.0,0,6,1,100,6,7,0
3a12e828-ac90-43b9-8e1d-01d07a22fcee,No,Completed,1.6.0,0,10,1,360,10,0,0
3a16c428-0dba-463a-ac07-ae9142bd0c95,No,Completed,1.5.2,0,2,1,45,2,0,0
3a1c0de9cef98a21337365700306b72b,No,Completed,1.5.2,0,1,1,54,1,0,0
3a256805-7990-4df6-a374-edf9340f0aed,No,Completed,1.6.0,9,6,1,318,6,0,0
3a267eef-2603-48d1-b8ef-9a7bb9229231,Yes,Completed,1.5.2,3,6,3,105,5,4,0
3a2818d0-faab-46c8-ae6a-c71d3839f40b,Yes,Completed,1.6.0,0,6,3,135,6,4,0
3a2d5495-085f-48c7-9e1d-6e56b13e398f,Yes,Completed,1.5.2,1,13,2,453,13,1,0
3a2dde4f-047f-49c7-b8dd-f1cca8e55744,No,Completed,1.6.0,9,16,1,790,16,0,0
3a2fff6a-ab7f-4bec-930b-22f4d9f23541,Yes,Completed,1.6.0,0,2,1,7,1,3,0
3a3329c7-4cdf-448f-88fc-8493fba3c4ce,No,Completed,1.6.0,0,3,1,43,3,0,0
3a369d06-92b8-4676-b29d-0edb5875f719,Yes,Completed,1.6.0,8,12,2,381,12,4,0
3a3a67ff-58c1-40cd-898c-7ace549662ed,Yes,Completed,1.6.0,1,1,2,46,0,3,0
3a3dc5e3-c1b6-4623-9d79-3913a4431532,No,Completed,1.5.2,0,3,1,37,3,0,0
3a3e18ae-19f2-45a5-a769-c860a65bf39b,Yes,Completed,1.5.2,0,3,1,38,3,7,0
3a4266a6-0663-47ce-b2a4-ad4deb9f5db7,Yes,Completed,1.6.0,0,4,1,62,4,3,0
3a450bf9-d3a6-4581-a3cf-b9005cc4c3d1,Yes,Completed,1.6.0,0,8,1,289,7,1,0
3a4f5f3c-0361-44c6-bfeb-14fbfe5c76b7,Yes,Completed,1.5.2,4,7,3,170,7,1,0
3a536d2d-e4d3-4f27-8c7b-9a34c988651e,No,Completed,1.5.2,8,11,1,256,10,0,0
3a5853eb-3676-4c8e-84c9-b3aa4378dde5,No,Completed,1.6.0,0,4,1,62,4,0,0
3a5ad5aa-fda0-4a8a-9675-aa7cfba55e74,No,Completed,1.6.0,2,3,1,105,2,0,0
3a5af9ba1168e46ddbb40c7cac76473b,No,Completed,1.6.0,0,4,2,84,4,0,0
3a61e3c3-05a2-4368-ab15-eff4b364daa1,Yes,Completed,1.5.2,1,3,1,90,3,1,0
3a682c586d35b663c0eea53d2ee110a0,No,Completed,1.5.2,11,13,2,770,12,0,0
3a6edebf-696b-41d8-8324-562bb93c169d,Yes,Completed,1.6.0,1,5,1,139,5,1,0
3a70bf60-bb9d-4178-9cef-8bd1aab2e8b3,No,Completed,1.6.0,3,5,2,110,5,0,0
3a827b51-985f-44c3-a422-9f511591e3dd,Yes,Completed,1.6.0,7,7,2,348,6,1,0
3a835da8-fec2-4292-8ce4-610083faf3e7,No,Not completed,1.6.0,1,4,1,120,4,0,0
3a8e518c-aa7a-4116-88aa-defa8cdeb9d3,Yes,Completed,1.5.2,148,23,4,4918,22,2,0
3a91f08f-218a-4362-9142-1fc0e7ea813f,Yes,Completed,1.6.0,5,13,1,429,12,2,0
3a9643fa-896e-43f8-a444-3c8879df4e71,No,Completed,1.6.0,5,5,1,193,5,0,0
3a9ba9a3-676a-4ae3-b802-e6da7c0f089e,Yes,Completed,1.6.0,41,24,2,1907,23,1,0
3a9e0054-85e9-4a07-9db6-2a5fb9f22c04,Yes,Completed,1.5.2,1,7,1,112,6,7,0
3aa398a0617d2f708505779e8af854fa,Yes,Completed,1.6.0,4,7,1,145,6,1,0
3aa3e209-97f4-4f95-96fc-3937108418a7,Yes,Not completed,1.5.2,0,0,0,0,0,2,1
3aa48eb0-3fd7-4a42-b86d-b058eb4cfae7,No,Completed,1.6.0,0,9,1,177,9,0,0
3aa4e00b-b796-40de-acc2-1dad3d3144f2,No,Completed,1.5.2,0,7,1,122,7,0,0
3aaa239d-8e39-4b8e-b250-95cb9af72bf1,Yes,Completed,1.6.0,3,10,1,196,9,7,0
3aaaa4ce-6977-4254-a0b0-f14c2fa90fe1,Yes,Completed,1.6.0,1,5,3,117,4,1,0
3aad0419-a93d-455c-900d-4f8356e840e9,No,Completed,1.6.0,3,5,3,330,4,0,0
3ab87885-76e0-4ccd-add1-1e8796df74b4,Yes,Completed,1.6.0,0,3,2,64,3,5,0
3ac0dc45-2774-4e2b-8d12-ff0ac05192f5,No,Completed,1.6.0,0,6,1,89,6,0,0
3ac3f414-dfb2-4cbf-996e-087cf1a142a5,Yes,Completed,1.5.2,3,8,3,464,7,7,0
3ac53976-f21c-47eb-9009-e02effc1f355,No,Completed,1.5.2,1,5,2,75,4,0,0
3ac5fc32-0c19-4809-87cf-7141621b4623,No,Completed,1.5.2,0,1,1,0,0,0,0
3ac6a2fe-6932-4dd4-8d5e-5a9f39239de1,No,Completed,1.6.0,0,4,1,39,4,0,0
3ac6fa75-6dbf-47e0-9763-c6c8c8dad250,Yes,Completed,1.6.0,5,5,1,211,4,1,0
3ac9eb9a-4340-4642-9e80-157ff5a5397c,No,Completed,1.6.0,0,1,1,0,0,0,0
3acf0168-a659-4e4a-86ee-ccb3667e8d53,Yes,Completed,1.5.2,7,7,4,334,6,7,0
3ad07bce-38e4-4123-a90d-6d8584ff854e,Yes,Not completed,1.6.0,0,3,1,24,3,1,0
3ad3de7fbfb6553170823857897c02e7,Yes,Completed,1.5.2,0,3,1,47,3,1,0
3ad59a97-40fc-4338-9ffc-46e9687aa3fd,No,Completed,1.6.0,0,5,1,113,5,0,0
3ad9b73b9670ee937158ac8570719b21,No,Completed,1.5.2,2,10,1,241,10,0,0
3ada06fe-e09b-4dd0-a791-a75b52e72721,Yes,Completed,1.6.0,24,16,1,1828,15,3,0
3add7b40-eba5-4865-9026-f292bacc61be,No,Completed,1.5.2,1,6,2,183,5,0,0
3ae1fbdf2c8ba86a5778384daafb2d0b,No,Completed,1.6.0,0,5,1,106,4,0,0
3ae84d8c-9bf9-4080-bc4e-085d09e5dd18,Yes,Completed,1.5.2,0,2,1,40,2,1,0
3aec9b20-e8fe-444e-8a89-04a79cf8c5f4,Yes,Completed,1.5.2,16,17,1,857,16,2,0
3af21a18-2c8a-46b5-a1cc-688e2469b955,No,Completed,1.5.2,1,2,1,49,2,0,0
3af4d39d-98f6-494a-be00-9f0735d84192,No,Completed,1.5.2,0,4,1,42,4,0,0
3afa66b4-afdb-45cb-bbc0-1f239d0664b7,Yes,Completed,1.6.0,0,2,1,26,2,2,0
3afac9c8-caa6-49fc-bbfc-0d4af74cb2ad,No,Completed,1.6.0,3,1,1,118,0,0,0
3afd2fb8-29c2-4f0c-95d0-b841a9c140ed,No,Completed,1.5.2,2,4,1,83,4,0,0
3b014850-6fec-4473-bc2f-ba6e200de5d0,No,Completed,1.5.2,0,2,1,40,2,0,0
3b036a5b9a1f3af7b4eb5aa2b4891e19,Yes,Completed,1.5.2,1,7,1,159,7,2,0
3b036f60-6cd9-4ff5-a7c8-f5fb1a61fa6a,Yes,Completed,1.5.2,1,13,2,270,12,1,0
3b0578d0a656e5336eeee04167b74a39,Yes,Completed,1.6.0,4,7,1,352,6,1,0
3b05e00082698a836d064292a0b653e4,Yes,Completed,1.6.0,3,7,1,143,6,1,0
3b06ec16-09ee-4145-a8c4-96a82bb53202,No,Completed,1.5.2,0,2,1,20,2,0,0
3b077db5-5281-4936-a78d-29d3e16965a2,No,Completed,1.5.2,1,7,1,206,6,0,0
3b0e594c-8b1d-461b-92e9-f885707ef3ba,No,Completed,1.5.2,0,6,1,116,6,0,0
3b131d73-807d-4ffa-beef-f7c89dc829c0,No,Completed,1.5.2,0,6,1,90,6,0,0
3b1375df-31c7-48d2-bc54-c172d748c724,No,Completed,1.5.2,0,2,1,34,2,0,0
3b19072d-8155-4b9b-afdb-07755f2024c5,No,Completed,1.6.0,0,2,1,25,2,0,0
3b1a5097b6c8d481705f3f0deac1642e,No,Completed,1.6.0,0,4,2,58,4,0,0
3b1d1a5c-e25f-47f1-b300-a1441696156f,Yes,Completed,1.6.0,1,5,1,59,4,6,0
3b1e6ccd-552d-4508-9913-269ef8471ceb,No,Completed,1.5.2,2,6,1,98,5,0,0
3b1efe19-a3fd-44d3-81f1-e41ab5dfbfda,Yes,Completed,1.5.2,9,51,2,5972,50,1,0
3b232327-01a5-4d48-9545-78d345e11fa6,Yes,Completed,1.6.0,1,7,1,80,6,2,0
3b2424449fa68acd1b5e708bfe41ae50,No,Completed,1.5.2,2,9,2,282,8,0,0
3b2722c4-333d-436e-864d-dbdb0c133712,No,Completed,1.5.2,0,4,1,35,4,0,0
3b31ecc9-242b-46d6-9fe8-0f7623eb2380,No,Completed,1.6.0,15,7,1,404,6,0,0
3b31f7e0-84da-46f5-998d-d0e2fde201f5,Yes,Completed,1.6.0,1,2,1,58,2,5,0
3b37081d-c470-452e-b24d-82f37bc86d49,No,Completed,1.6.0,1,4,1,47,4,0,0
3b3e21ee-c8cf-4c76-927f-9ca263d19a50,No,Completed,1.5.2,7,7,1,212,6,0,0
3b4a4f88-ec2b-4e03-a450-0025ce5be4b9,No,Completed,1.6.0,0,1,1,0,0,0,0
3b52de4a-c773-4bdf-ac04-5412d9ddfe88,No,Completed,1.6.0,2,5,1,183,4,0,0
3b65564c-4217-4443-a050-fdd0802e6c6b,No,Completed,1.5.2,2,6,1,165,6,0,0
3b6e0b1e-40cb-4d04-9f96-28bb24077cdc,Yes,Completed,1.6.0,0,2,1,31,2,1,0
3b6e9317-d9cb-4e28-8f9f-709fad153d50,No,Completed,1.6.0,1,1,1,27,0,0,0
3b7278c2-02ab-4867-90ff-109c7843a0c7,No,Completed,1.5.2,0,2,1,43,2,0,0
3b748881-c9d7-4baf-9c20-f7edca692b30,No,Completed,1.6.0,0,2,1,41,2,0,0
3b8062d8-1e71-402a-ab33-fb95210e628a,No,Completed,1.6.0,1,4,1,87,4,0,0
3b84cd9d-a311-4a13-bce9-6c52d7d45a60,Yes,Completed,1.5.2,16,8,2,635,7,3,0
3b8be804-6363-42ea-b6c4-3c437781cb4b,No,Completed,1.6.0,1,3,2,94,3,0,0
3b8e57e80fbf135e7fefdc2727759bba,Yes,Completed,1.6.0,12,11,4,348,10,1,0
3b93f846-61f0-41ad-80fa-54f100610ebc,Yes,Completed,1.5.2,1,5,1,74,5,1,0
3b970c8a-edac-4090-9371-f417976d0d66,No,Not completed,1.5.2,0,1,1,0,0,0,0
3b988b87-a309-4660-ab88-67dab65f721b,No,Completed,1.6.0,1,5,1,71,4,0,0
3b99c78b-7d3f-4a1f-b07b-8d6b403aefcf,No,Completed,1.5.2,15,13,2,754,12,0,0
3ba6726e-1552-447b-a01b-28856c7b1f04,Yes,Completed,1.5.2,3,7,2,119,6,6,0
3baa528e-b14a-48fe-af2c-bcd4e5388e11,Yes,Completed,1.6.0,2,5,1,129,4,6,0
3bb79da3-777c-4e75-b397-fa519c1658a4,No,Completed,1.5.2,1,4,1,54,4,0,0
3bbb8526-18b5-4e35-b826-95c6b82d1105,Yes,Completed,1.6.0,1,4,1,46,3,2,0
3bbdca80-70e7-4a59-b1c9-efb85f71b1b4,No,Completed,1.6.0,5,11,4,341,10,0,0
3bc5b2ff-cbb9-448a-bfba-189ef415a92f,No,Completed,1.5.2,0,3,2,37,3,0,0
3bc66c7fc0ffb4751f0af732ce4aa414,Yes,Completed,1.6.0,15,16,3,858,15,5,0
3bc7f14a-65e6-4644-88d8-f99d3b9f7ee8,Yes,Completed,1.6.0,20,16,4,1430,15,2,0
3bcbb90c-5cf4-4f96-bc71-2a03f5c81ebb,No,Completed,1.6.0,1,4,1,75,3,0,0
3bcdeb1a-a545-4d2e-ba4b-ea19fdc82a18,No,Completed,1.6.0,0,2,1,25,2,0,0
3bd317cd-fe60-4ec8-8057-65decafafaa2,No,Completed,1.6.0,0,12,1,296,12,0,0
3be05482-9471-4249-9a34-7d4967644a60,No,Completed,1.6.0,0,4,1,59,4,0,0
3be64a11-16f0-4548-a52d-e2fa82c9b9a9,No,Not completed,1.6.0,0,1,1,0,0,0,0
3be65e1e-bc6e-4456-b0bb-3ad3f573dec3,No,Completed,1.5.2,0,2,1,30,2,0,0
3be8fca7-b730-43c1-a32b-edc1cd0b0a7b,Yes,Completed,1.5.2,35,16,5,1432,15,7,0
3bf2e1f7-d512-4b2c-a564-af7d390d4755,Yes,Completed,1.6.0,46,26,1,1905,26,7,0
3bf59cb9-0d06-4458-a50e-9a05f879d9dc,Yes,Completed,1.6.0,0,2,1,36,2,1,0
3bfbfe48-3889-4be5-aca4-73939c0f3b40,No,Completed,1.6.0,0,7,1,152,7,0,0
3bfcd2b6-69e4-4844-88c6-7339d6ee163b,Yes,Completed,1.5.2,2,1,1,33,0,2,0
3c076836-8eea-4f93-b51f-b8fc845e2233,No,Completed,1.6.0,0,12,2,578,12,0,0
3c128d7c-342a-4da2-986b-941a4c59fffd,No,Completed,1.5.2,0,3,1,48,3,0,0
3c1521fb-7666-4758-8a32-bc88fba9940a,Yes,Not completed,1.6.0,78,57,4,8846,56,2,0
3c152fc8-f740-4b6b-890a-7af9b0db86cf,No,Completed,1.5.2,0,5,1,72,5,0,0
3c1bce39-9f46-4232-99d7-97752257b240,Yes,Completed,1.5.2,6,6,2,124,5,4,0
3c226a06-0728-499d-8ff9-1ab555d066d6,No,Completed,1.5.2,2,4,1,87,3,0,0
